atto_group,doc_type,category,subcategory,oggetto,numero_atto,data_atto,importo_max,importo_sum,cig,cup,beneficiario,accounting_relevant,missing_amount_expected,anomalie
Determinazione_42__5120_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,5003.86,5003.86,,,DIVERSI,True,False,
Determinazione_43__5128_DeterminadiLiquidazione_Copia_43_2026,Determinazione,Contabilità,Liquidazione,"AFFIDAMENTO DIRETTO A SEGUITO DI T.D. ID5636164 DEL SERVIZIO DI TRASPORTO DEGLI STUDENTI DELLA SCUOLA DELL'INFANZIA E PRIMARIA AI SENSI DELLART. 50, COMMA 1, LETT. B) E DELLART. 128 D. LGS. 36/2023 PER",7.0,23/01/2026,5578.98,16887.3,B861BD03AE,,ACIERNO vincenzo di ACIERNO LUIGI,True,False,Partita IVA 01857520000 formalmente errata (Checksum fallito)
Determinazione_43__5128_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,3421.02,5729.34,B861BD03AE,,ACIERNO vincenzo di ACIERNO LUIGI,True,False,Partita IVA 01857520000 formalmente errata (Checksum fallito)
Determinazione_44272020__5068_DeterminadiLiquidazione_Copia_8_2026,Determinazione,Contenzioso,Liquidazione,GIUDIZIO CIVILE R.G. N. 4427/2020 INNANZI IL TRIBUNALE CIVILE DI AVELLINO TRA GLI EX AMMINISTRATORI E FUNZIONARI DELL’ENTE E IL COMUNE DI AVELLA. LIQUIDAZIONE DELLE COMPETENZE PROFESSIONALI IN FAVORE DELL’AVV. GIORGIO PALMA. PROVVEDIMENTI.,4.0,09/01/2026,2600.0,5398.98,,,PALMA GIORGIO,True,False,
Determinazione_44272020__5068_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,2231.2,5398.98,,,PALMA GIORGIO,True,False,
Determinazione_44__5129_DeterminaGenerica_Copia_44_2026,Determinazione,Contabilità,Nomina,Individuazione e attribuzione della figura di specifica Responsabilità – Ag. REGA Gianpaolo.,1.0,23/01/2026,,0.0,,,,True,True,
Determinazione_44__5129_VistoContabile,VistoContabile,Contabilità,,,,,,0.0,,,,True,False,
Determinazione_45__5121_DeterminadiLiquidazione_Copia_45_2026,Determinazione,Contabilità,Liquidazione,Liquidazione di spesa per rinnovo polizza assicurativa scadenza annuale per autocarro comunale ed automezzo comunale in dotazione alla Polizia Municipale.,35.0,23/01/2026,1350.0,5400.0,ZBD31E57BA,,MARF BROKER SNC DI MARCO MATTA E FRANCESCO SQUILLANTE,True,False,
Determinazione_45__5121_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,1350.0,1350.0,ZBD31E57BA,,MARF BROKER SNC DI MARCO MATTA E FRANCESCO SQUILLANTE,True,False,
Determinazione_462025__5195_DeterminadiLiquidazione_Copia_95_2026,Determinazione,Contenzioso,Liquidazione,"Esecuzione deliberazione di Consiglio Comunale n. 46/2025: Riconoscimento debito fuori bilancio ai sensi dell’art. 194, comma 1, lett. a), del D.lgs. n. 267/2000 e ss.mm.ii. – Sentenza n. 1469/2025 resa dal Tribunale Civile di Avellino nel giudizio R.G. n. 443/2021. Provvedimenti.",7.0,04/02/2026,111283.54,333850.62,,,DIVERSI,True,False,
Determinazione_462025__5195_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,111283.54,333850.62,,,DIVERSI,True,False,
Determinazione_46772021__5590_DeterminadiLiquidazione_Copia_320_2026,Determinazione,Contenzioso,Liquidazione,GIUDIZIO CIVILE R.G. N. 4677/2021 INNANZI IL TRIBUNALE CIVILE DI AVELLINO TRA DON G.G. E IL COMUNE DI AVELLA. LIQUIDAZIONE DELLE COMPETENZE PROFESSIONALI IN FAVORE DELL’AVV. CARMINE CORRADO. PROVVEDIMENTI.,26.0,05/05/2026,3681.6,7181.6,Z883586EEB,,CORRADO CARMINE,True,False,
Determinazione_46772021__5590_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,3681.6,7181.6,Z1E2EAC505,,CORRADO CARMINE,True,False,
Determinazione_46__5134_DeterminadiLiquidazione_Copia_46_2026,Determinazione,Contabilità,Liquidazione,Liquidazione alla Cooperativa Ecovigilantes per il servizio di spazzamento strade comunali mesi di: DICEMBRE 2025,33.0,23/01/2026,15860.0,47580.0,62754411BD,,COOPERATIVA SOCIALE ECOVIGILANTES ONLUS,True,False,
Determinazione_46__5134_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,15860.0,15860.0,,,COOPERATIVA SOCIALE ECOVIGILANTES ONLUS,True,False,
Determinazione_476__5652_DeterminaaContrarre_Copia_356_2026,Determinazione,Lavori Pubblici,Liquidazione,"Determina a contrarre per l’affidamento dei lavori nell’ambito dell’intervento denominato “Lavori di riqualificazione rete idrica comunale – Lotto 1 – Realizzazione sistema di contabilizzazione, telegestione e controllo della rete idrica Comunale di Avella” - PR Campania FESR 2021-2027 – Obiettivo di Policy 2 – Asse II – Obiettivo Specifico 2.5 AZIONE 2.5.1_ D.G.R. n. 476 del 01/08/2023 Importo € 1.030.525,16 CUP J21E17000260001 Codice SURF OP_26827 23047BP000000028",207.0,14/05/2026,1030525.16,11863926.09,,J21E17000260001,DIVERSI,True,False,
Determinazione_476__5652_VistoContabile,VistoContabile,Contabilità,,,,,630525.0,962459.45,,J21E17000260001,DIVERSI,True,False,
Determinazione_47__5135_DeterminadiLiquidazione_Copia_47_2026,Determinazione,Contabilità,Liquidazione,Liquidazione alla Cooperativa Ecovigilantes per il servizio di gestione integrata dei rifiuti solidi urbani a ridotto impatto ambientale mesi di: DICEMBRE 2025.,34.0,23/01/2026,2260829.45,1649753.91,7584472849,,COOPERATIVA SOCIALE ECOVIGILANTES ONLUS,True,False,
Determinazione_47__5135_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,28907.84,41244.97,7584472849,,COOPERATIVA SOCIALE ECOVIGILANTES ONLUS,True,False,
Determinazione_4922026__5601_DeterminadiImpegno_Copia_324_2026,Determinazione,Contenzioso,Liquidazione,INCARICO LEGALE PER IL GIUDIZIO DI APPELLO INNANZI LA CORTE DI APPELLO DI NAPOLI PROPOSTO DA DON G.G. AVVERSO LA SENTENZA N. 492/2026 RESA DAL TRIBUNALE CIVILE DI AVELLINO. ESECUZIONE DELIBERAZIONE DI G.C. N. 56/2026. PROVVEDIMENTI.,27.0,05/05/2026,2000.0,2000.0,BB85A5B547,,CORRADO CARMINE,True,False,
Determinazione_4922026__5601_VistoContabile,VistoContabile,Contenzioso,,,,,2000.0,2000.0,BB85A5B547,,CORRADO CARMINE,True,False,
Determinazione_4__5071_DeterminadiLiquidazione_Copia_4_2026,Determinazione,Affari Generali,Liquidazione,"Interventi di impermeabilizzazione strutture comunali, sistemazione caditoie stradali ed opere in ferro -",3.0,08/01/2026,63498.32,314142.32,B9056C2C83,,GIOSA IMMOBILIARE SRL,True,False,
Determinazione_4__5071_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,63498.32,89018.32,B9056C2C83,,GIOSA IMMOBILIARE SRL,True,False,
Determinazione_502016__5022_DeterminadiLiquidazione_Copia_750_2025,Determinazione,Contabilità,Liquidazione,"Art. 37 Decreto Legislativo n. 50/2016. Centrale Unica di Committenza per l'acquisizione di lavori, servizi e forniture. Servizio redazione Piano Urbanistico Comunale ( PUC ) e allegati nel Comune di Avella.",480.0,23/12/2025,84279.42,360007.11,807360017D,,DIVERSI,True,False,Partita IVA 00000234552 formalmente errata (Checksum fallito)
Determinazione_502016__5022_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,42302.24,42302.24,,,DIVERSI,True,False,Partita IVA 00000234552 formalmente errata (Checksum fallito)
Determinazione_502016__5656_DeterminadiLiquidazione_Copia_362_2026,Determinazione,Contabilità,Liquidazione,"Art. 37 Decreto Legislativo n. 50/2016. Centrale Unica di Committenza per l'acquisizione di lavori, servizi e forniture. Servizio redazione Piano Urbanistico Comunale ( PUC ) e allegati nel Comune di Avella.",211.0,15/05/2026,84279.42,334339.75,807360017D,,DIVERSI,True,False,Partita IVA 00000234552 formalmente errata (Checksum fallito)
Determinazione_502016__5656_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,16636.9,16636.9,,,DIVERSI,True,False,Partita IVA 00000234552 formalmente errata (Checksum fallito)
Determinazione_50__5138_DeterminadiLiquidazione_Copia_50_2026,Determinazione,Contabilità,Liquidazione,LIQUIDAZIONE SERVIZIO PER POSTALIZZAZIONE TARI 2023,6.0,26/01/2026,1157.01,3511.89,ZAD3C23998,,POSTE CENTRALI CORNER di Ruberto Antonella,True,False,
Determinazione_50__5138_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,1157.01,1157.01,ZAD3C23998,,POSTE CENTRALI CORNER di Ruberto Antonella,True,False,
Determinazione_51__5137_DeterminadiLiquidazione_Copia_51_2026,Determinazione,Contabilità,Liquidazione,"RENDICONTAZIONE ECONOMATO IV TRIMESTRE ( OTTOBRE, NOVEMBRE, DICEMBRE ) ANNO 2025",4.0,22/01/2026,548.8,119955.16,,,CARUSO ROSA,True,False,
Determinazione_51__5137_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,548.8,4485.16,,,CARUSO ROSA,True,False,
Determinazione_52__5139_DeterminaGenerica_Copia_52_2026,Determinazione,Contabilità,Nomina,REFERENDUM COSTITUZIONALE DI DOMENICA 22 E LUNEDI’ 23 MARZO 2026 – COSTITUZIONE UFFICIO ELETTORALE COMUNALE - AUTORIZZAZIONE ALLO SVOLGIMENTO DI LAVORO STRAORDINARIO AL PERSONALE DIPENDENTE.,8.0,26/01/2026,,0.0,,,,True,True,
Determinazione_53__5141_DeterminadiLiquidazione_Copia_53_2026,Determinazione,Contabilità,Liquidazione,LIQUIDAZIONE DIRITTI DI ROGITO - SALDO 2025,7.0,26/01/2026,3265.34,12817.77,,,URCIUOLI STEFANIA,True,False,
Determinazione_53__5141_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,3265.34,5509.9400000000005,,,URCIUOLI STEFANIA,True,False,
Determinazione_55__5143_DeterminadiLiquidazione_Copia_55_2026,Determinazione,Contabilità,Liquidazione,"Determina di Liquidazione del servizio di smaltimento della frazione merceologica di rifiuti differenziati raccolti nel territorio del comune – codice CER 20.01.08, periodo 05.11.2025 al 25.11.2025.",38.0,26/01/2026,26747.76,46651.24,B9724CC003,,INTERECO s.r.l.,True,False,
Determinazione_55__5143_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,26747.76,26747.76,,,INTERECO s.r.l.,True,False,
Determinazione_560__Vai,Determinazione,Servizi Demografici,,Rettifica per mero errore materiale alla Determinazione n. 560 del 08/10/2025.,72.0,08/10/2025,,0.0,,,,True,True,
Determinazione_5692025__5588_DeterminaGenerica_Copia_315_2026,Determinazione,Contenzioso,Liquidazione,INCARICO LEGALE PER LA COSTITUZIONE NEL GIUDIZIO DI APPELLO PROPOSTO DA HERA COMM S.P.A. AVVERSO LA SENTENZA CIVILE N. 569/2025 INNANZI LA CORTE DI APPELLO DI NAPOLI. ESECUZIONE DELIBERAZIONE DI G.C. N. 13/2026. PROVVEDIMENTI.,25.0,04/05/2026,6000.0,0.0,BB7B125223,,,True,True,
Determinazione_5692025__5588_VistoContabile,VistoContabile,Contabilità,,,,,,0.0,,,,True,False,
Determinazione_5692025__5589_DeterminaGenerica_Copia_314_2026,Determinazione,Contenzioso,Liquidazione,INCARICO LEGALE PER LA COSTITUZIONE NEL GIUDIZIO DI APPELLO PROPOSTO DA BFF BANK S.P.A. AVVERSO LA SENTENZA CIVILE N. 569/2025 INNANZI LA CORTE DI APPELLO DI NAPOLI. ESECUZIONE DELIBERAZIONE DI G.C. N. 12/2026. PROVVEDIMENTI.,24.0,04/05/2026,6000.0,0.0,BB7B29844B,,,True,True,
Determinazione_5692025__5589_VistoContabile,VistoContabile,Contabilità,,,,,,0.0,,,,True,False,
Determinazione_56__5144_DeterminadiLiquidazione_Copia_56_2026,Determinazione,Contabilità,Liquidazione,"Determina di Liquidazione del servizio di smaltimento della frazione merceologica di rifiuti differenziati raccolti nel territorio del comune – codice CER 20.01.08, periodo 26.11.2025 al 09.12.2025.",39.0,26/01/2026,26747.76,47084.92,B9725B82C3,,INTERECO s.r.l.,True,False,
Determinazione_56__5144_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,26747.76,26747.76,,,INTERECO s.r.l.,True,False,
Determinazione_57__5145_DeterminadiLiquidazione_Copia_57_2026,Determinazione,Contabilità,Liquidazione,"Determina di Liquidazione del servizio di smaltimento della frazione merceologica di rifiuti differenziati raccolti nel territorio del comune – codice CER 20.01.08, periodo 10.12.2025 al 19.12.2025.",40.0,26/01/2026,26747.76,45947.24,B9AE9ADE45,,INTERECO s.r.l.,True,False,
Determinazione_57__5145_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,26747.76,26747.76,,,INTERECO s.r.l.,True,False,
Determinazione_58__5146_DeterminadiLiquidazione_Copia_58_2026,Determinazione,Contabilità,Liquidazione,"Determina di Liquidazione del servizio di smaltimento della frazione merceologica di rifiuti differenziati raccolti nel territorio del comune – codice CER 20.01.08, periodo 23.12.2025 al 07.01.2025.",41.0,26/01/2026,26747.76,48036.72,B9AEA558EA,,INTERECO s.r.l.,True,False,
Determinazione_58__5146_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,26747.76,26747.76,,,INTERECO s.r.l.,True,False,
Determinazione_59__5147_DeterminadiLiquidazione_Copia_59_2026,Determinazione,Contabilità,Liquidazione,"Determina di Liquidazione del servizio di smaltimento della frazione merceologica di rifiuti differenziati raccolti nel territorio del comune – codice CER 20.01.08, periodo 08.01.2026 al 20.01.2026.",42.0,26/01/2026,26747.76,48408.44,,,INTERECO s.r.l.,True,False,
Determinazione_59__5147_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,26747.76,26747.76,,,INTERECO s.r.l.,True,False,
Determinazione_5__5072_DeterminadiLiquidazione_Copia_5_2026,Determinazione,Lavori Pubblici,Liquidazione,Interventi straordinari di sistemazione e piantumazione del verde pubblico con nuovi fiori e piante -,4.0,08/01/2026,8601.0,75908.0,B90596D028,,ARBUCCI VITO,True,False,
Determinazione_5__5072_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,8601.0,8601.0,B90596D028,,ARBUCCI VITO,True,False,
Determinazione_613__4945_DeterminaGenerica_Copia_697_2025,Determinazione,Contabilità,Liquidazione,DETERMINAZIONE A CONTRATTARE (art. 192 TUEL) – PRESTITO ORDINARIO PER ADEGUAMENTO STRUTTURALE E TECNOLOGICO PER LA REALIZZAZIONE DELLA BIBLIOTECA COMUNALE NEL CONVENTO DEI FRATI MINORI - II LOTTO ANNULLAMENTO E SOSTITUZIONE DELLA,75.0,26/11/2025,200000.0,200000.0,,J23G23000020004,,True,False,
Determinazione_613__4945_VistoContabile,VistoContabile,Contabilità,,,,,,0.0,,,,True,False,
Determinazione_61__5154_DeterminadiLiquidazione_Copia_61_2026,Determinazione,Servizi Sociali,Liquidazione,"SERVIZIO DI ASSISTENZA PER IL TRASPORTO DI UTENTI DIVERSAMENTE ABILI DELLA SCUOLA DELL’INFANZIA E PRIMARIA DI PRIMO GRADO AI SENSI DELL'ART. 50, COMMA 1, LETT. B) E DELLART. 128 D. LGS. 36/2023 PER",9.0,27/01/2026,13805.0,17749.3,B8CCFED224,,ACIERNO vincenzo di ACIERNO LUIGI,True,False,
Determinazione_61__5154_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,13805.0,13805.0,B8CCFED224,,ACIERNO vincenzo di ACIERNO LUIGI,True,False,Partita IVA 01857520000 formalmente errata (Checksum fallito)
Determinazione_622160__5492_DeterminaGenerica_Copia_251_2026,Determinazione,Contabilità,Liquidazione,"AFFIDAMENTO DEL SERVIZIO DI FORNITURA DI GAS NATURALE MEDIANTE TRATTATIVA DIRETTA SUL MEPA N. 622160, AI SENSI DELL'ART. 50, COMMA 1 LETT. b) DEL d.lGS. N. 36/23 E SS.MM.II. , CIG BB3F11C324",19.0,02/04/2026,,0.0,BB3F11C324,,,True,True,
Determinazione_622160__5492_VistoContabile,VistoContabile,Contabilità,,,,,,0.0,,,,True,False,
Determinazione_6222058__5493_DeterminaGenerica_Copia_252_2026,Determinazione,Contabilità,Liquidazione,"AFFIDAMENTO DEL SERVIZIO DI FORNITURA DI ENERGIA ELETTRICA MEDIANTE TRATTATIVA DIRETTA SUL MEPA N. 6222058, AI SENSI DELL'ART. 50, COMMA 1 LETT. b) DEL d.lGS. N. 36/23 E SS.MM.II. , Cig BB3F323F6B",20.0,02/04/2026,,0.0,BB3F323F6B,,,True,True,
Determinazione_6222058__5493_VistoContabile,VistoContabile,Contabilità,,,,,,0.0,,,,True,False,
Determinazione_62__5155_DeterminadiLiquidazione_Copia_62_2026,Determinazione,Contenzioso,Liquidazione,INCARICO PER IL PATROCINIO E L’ASSISTENZA LEGALE NEL GIUDIZIO PROPOSTO DAL SIG. L.C. CONTRO IL COMUNE DI AVELLA PENDENTE INNANZI IL GIUDICE DI PACE DI AVELLINO.,45.0,27/01/2026,800.0,2672.0,ZDE28C6CEB,,DIVERSI,True,False,Partita IVA 00000234552 formalmente errata (Checksum fallito)
Determinazione_62__5155_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,800.0,800.0,,,DIVERSI,True,False,Partita IVA 00000234552 formalmente errata (Checksum fallito)
Determinazione_63__5156_DeterminadiLiquidazione_Copia_63_2026,Determinazione,Contabilità,Liquidazione,"LIQUIDAZIONE rata servizi, di gestione, esercizio, manutenzione ordinaria e straordinaria dell’impianto di illuminazione pubblica, ivi comprese le attività di messa a norma dell’impianto, dell’ammodernamento tecnologico e funzionale nonché delle attività finalizzate al conseguimento del risparmio energetico – dicembre 2025.",43.0,27/01/2026,21898.05,65694.15,7564700BE9,,G.I.P.A. SRL,True,False,
Determinazione_63__5156_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,21898.05,21898.05,,,G.I.P.A. SRL,True,False,
Determinazione_64__5157_DeterminadiLiquidazione_Copia_64_2026,Determinazione,Ambiente,Liquidazione,Servizio di controllo e gestione software del ciclo dei rifiuti-,46.0,27/01/2026,1000.0,1000.0,B9D78755FB,,DIVERSI,True,False,
Determinazione_64__5157_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,1000.0,1000.0,,,DIVERSI,True,False,
Determinazione_65__5153_DeterminaGenerica_Copia_65_2026,Determinazione,Contabilità,,INDIVIDUAZIONE E ATTRIBUZIONE DI SPECIFICHE RESPONSABILITA' AI DIPENDENTI DI RUOLO DEI SERVIZI TRIBUTARI CONTABILI. ANNO 2026,9.0,28/01/2026,,0.0,,,,True,True,
Determinazione_65__5153_VistoContabile,VistoContabile,Contabilità,,,,,,0.0,,,,True,False,
Determinazione_66__5167_DeterminadiLiquidazione_Copia_66_2026,Determinazione,Contabilità,Liquidazione,FORNITURA GRATUITA DEI LIBRI DI TESTO AGLI ALUNNI DELLE SCUOLE PRIMARIE DEL COMUNE DI AVELLA MEDIANTE SISTEMA DELLE CEDOLE LIBRARIE A.S. 2025/2026. LIQUIDAZIONE CARTOLIBERIA ANTONELLA RUBERTO.,10.0,27/01/2026,11674.4,29477.34,,,DIVERSI,True,False,Partita IVA 00023452517 formalmente errata (Checksum fallito)
Determinazione_66__5167_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,11674.4,11674.4,,,DIVERSI,True,False,Partita IVA 00023452517 formalmente errata (Checksum fallito)
Determinazione_67626__5624_DeterminadiLiquidazione_Copia_329_2026,Determinazione,Contabilità,Liquidazione,"FORNITURA UOVA DI PASQUA PER GLI ALUNNI DELLE SCUOLE DELL’INFANZIA, PRIMARIA E SECONDARIA DI PRIMO GRADO PRESENTI SUL TERRITORIO COMUNALE. LIQUIDAZIONE DG3 DOLCIARIA SRL FATTURA N. 676/26.",57.0,07/05/2026,2108.7,8042.4,BAC369EF0E,,DG,True,False,
Determinazione_67626__5624_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,1108.7,2108.7,BAC369EF0E,,DG,True,False,
Determinazione_6792016__4984_DeterminadiLiquidazione_Copia_720_2025,Determinazione,Regolamenti,Liquidazione,"“Servizio di Responsabile della protezione dei dati e adempimenti di cui al regolamento U.E. n. 679/2016, nomina DPO e attuazione normativa Whistleblowing”",459.0,12/12/2025,9150.0,36350.0,B343B3675C,,Computer Lab Di Giovanni Notaro,True,False,
Determinazione_6792016__4984_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,3050.0,3050.0,,,Computer Lab Di Giovanni Notaro,True,False,
Determinazione_67__5158_DeterminadiLiquidazione_Copia_67_2026,Determinazione,Contabilità,Liquidazione,“INTERVENTI DI NUOVA PAVIMENTAZIONE DELLE STRADE COMUNALI” –,47.0,28/01/2026,157868.1,476934.46,,J27H24002020004,MAIELLA PASQUALE,True,False,
Determinazione_67__5158_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,146715.35,295994.26,,,MAIELLA PASQUALE,True,False,
Determinazione_689__4926_DeterminadiImpegno_Copia_689_2025,Determinazione,Personale,Concorso,DETERMINAZIONE A CONTRARRE PER AFFIDAMENTO DELLA FORNITURA DI PANETTONI/TAVOLETTE PER GLI ALUNNI DELLE SCUOLE PRESENTI SUL TERRITORIO COMUNALE.,96.0,01/12/2025,2720.85,13356.9,B956A25635,,SWEET FANTASY SRL,True,False,
Determinazione_689__4926_VistoContabile,VistoContabile,Contabilità,,,,,2720.85,2720.85,B956A25635,,SWEET FANTASY SRL,True,False,
Determinazione_68__5159_DeterminadiLiquidazione_Copia_68_2026,Determinazione,Affari Generali,Liquidazione,Rimborso tributi non dovuti 2° semestre 2025,8.0,28/01/2026,2611.72,13287.03,,,DIVERSI,True,False,Partita IVA 00000234552 formalmente errata (Checksum fallito)
Determinazione_68__5159_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,2500.0,4765.87,,,DIVERSI,True,False,Partita IVA 00000234552 formalmente errata (Checksum fallito)
Determinazione_690__4939_DeterminadiLiquidazione_Copia_690_2025,Determinazione,Contabilità,Liquidazione,servizio di disinfestazione adulticida su territorio comunale.,444.0,01/12/2025,5490.0,37440.0,B8793EA21A,,COOPERATIVA SOCIALE ECOVIGILANTES ONLUS,True,False,
Determinazione_690__4939_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,3000.0,5490.0,B8793EA21A,,COOPERATIVA SOCIALE ECOVIGILANTES ONLUS,True,False,
Determinazione_692__4941_DeterminadiLiquidazione_Copia_692_2025,Determinazione,Contabilità,Liquidazione,“Predisposizione nuovi spazi da adibire al servizio di mensa scolastica - Plesso Scuola Materna” - Stazione Unica Appaltante della Provincia di Avellino Missione 4 - Istruzione e ricerca Componente 1 - Potenziamento dell'offerta dei servizi di istruzione: dagli asili nido alle università - Investimento 1.2: Piano di estensione del tempo pieno e mense - Lavori III SAL -,436.0,27/11/2025,384930.0,3025388.64,A001A8B83A,J27G22000110006,ing. FRANCESCO BASILE S.R.L.,True,False,
Determinazione_692__4941_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,260982.15,354378.46,A001A8B83A,J27G22000110006,ing. FRANCESCO BASILE S.R.L.,True,False,
Determinazione_694__4942_DeterminadiLiquidazione_Copia_694_2025,Determinazione,Contabilità,Liquidazione,FORNITURA APPLICATIVO WEB DATE X FONDO INCENTIVANTE - CANONE ABBONAMENTO ANNO 2025- LIQUIDAZIONE,77.0,02/12/2025,2800.0,5282.650000000001,B88A580748,,DASEIN S.R.L.,True,False,
Determinazione_694__4942_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,1138.66,1138.66,B88A580748,,DASEIN S.R.L.,True,False,
Determinazione_695__4943_DeterminadiLiquidazione_Copia_695_2025,Determinazione,Contabilità,Liquidazione,SERVIZIO DI RICALCOLO DEL FONDO INCENTIVANTE ANNUALITA' 2024- LIQUIDAZIONE,76.0,02/12/2025,1390.8,4423.2,B2C0AE57FE,,GRAFICHE GASPARI,True,False,
Determinazione_695__4943_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,1390.8,1390.8,B2C0AE57FE,,GRAFICHE GASPARI,True,False,
Determinazione_69__5160_DeterminaGenerica_Copia_69_2026,Determinazione,Cultura e Turismo,,"INDIVIDUAZIONE ED ATTRIBUZIONE SPECIFICHE RESPONSABILITÀ – SERVIZIO TURISMO E PROMOZIONE DEL TERRITORIO, ANNO 2026.",2.0,28/01/2026,,0.0,,,,True,True,
Determinazione_69__5160_VistoContabile,VistoContabile,Contabilità,,,,,,0.0,,,,True,False,
Determinazione_69__5622_DeterminadiImpegnoeLiquidazione_Cop2026,Determinazione,Contabilità,Liquidazione,"Acquisto materiale per funzionamento uffici servizio sociale. Impegno di spesa e liquidazione. Fattura n. 69 - € 150,00.",59.0,07/05/2026,183.0,966.0,BB5E408C4F,,EUROPRINT,True,False,
Determinazione_69__5622_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,183.0,333.0,BB5E408C4F,,EUROPRINT,True,False,
Determinazione_6__5073_DeterminadiLiquidazione_Copia_6_2026,Determinazione,Contabilità,Liquidazione,"fornitura materiali di cancelleria, stampati e materiale vario di piccolo consumo per gli uffici comunali. –",6.0,08/01/2026,18170.0,55060.0,B98F0919F0,,GIRO ANNARITA,True,False,
Determinazione_6__5073_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,18170.0,22440.0,B98F0919F0,,GIRO ANNARITA,True,False,
Determinazione_6__5646_DeterminadiImpegno_Copia_364_2026,Determinazione,Contabilità,Liquidazione,IMPEGNO DI SPESA PER CORSO SPECIALISTICO DI FORMAZIONE DELLA DURATA DI N. 6 GIORNATE PER UN TOTALE DI 24 ORE CON SOMMINISTRAZIONE DI ESAME FINALE AD OGGETTO: “Rudimenti di partita doppia per la riforma Accrual”.,33.0,18/05/2026,267.0,6070.0,,,DEDA VALUE SRL,True,False,
Determinazione_6__5646_VistoContabile,VistoContabile,Contabilità,,“Rudimenti di partita doppia per la riforma Accrual”.,,,267.0,267.0,,,DEDA VALUE SRL,True,False,
Determinazione_702__4958_DeterminadiLiquidazione_Copia_702_2025,Determinazione,Contabilità,Liquidazione,SERVIZIO DI EROGAZIONE AL PERSONALE DIPENDENTE DEL SERVIZIO SOSTITUTIVO DI MENSA TRAMITE BUONI PASTO ELETTRONICI A VALORE –LIQUIDAZIONE DI SPESA. PROVVEDIMENTI – CIG B12A6AAF0E,64.0,09/12/2025,3210.39,3210.39,B12A6AAF0E,,DAY RISTOSERVICE S.P.A. SOCIETA BENEFIT,True,False,
Determinazione_702__4958_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,3210.39,3210.39,B12A6AAF0E,,DAY RISTOSERVICE S.P.A. SOCIETA BENEFIT,True,False,
Determinazione_704__4963_DeterminadiLiquidazione_Copia_704_2025,Determinazione,Contabilità,Liquidazione,"ELEZIONI REGIONALI DEL 23 E 24 NOVEMBRE 2025. ORGANIZZAZIONE TECNICA E AFFIDAMENTO DIRETTO DEL SERVIZIO PER LA PULIZIA DEI LOCALI SCOLASTICI SEDI DI SEGGIO EFFETTUATA ALLA FINE DELLE CONSULTAZIONI, PRIMA DEL RIENTRO DEGLI ALUNNI NEI LOCALI MEDESIMI. SPESE PER ALLOGGIO FORZE DELL’ORDINE. SPESE PER L’ACQUISTO DI MATERIALE DI CONSUMO VARIO. LIQUIDAZIONE.",100.0,05/12/2025,1250.0,5642.0,B8FF2B7DA5,,DIVERSI,True,False,Partita IVA 00023452517 formalmente errata (Checksum fallito)
Determinazione_704__4963_VistoContabile,VistoContabile,Contabilità,Liquidazione,,,,1250.0,1250.0,,,DIVERSI,True,False,Partita IVA 00023452517 formalmente errata (Checksum fallito)
